ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,InflectedForms
lote1237-1-530_veryextremely-1,,lote1237-1,530_veryextremely,toto,toto,t o t o,reduplication?,Barlow2024,,,^ t o t o $,default,
lote1237-1-531_sugarcanesugar-1,,lote1237-1,531_sugarcanesugar,tou,tou,t o u,,Barlow2024,,,^ t o u $,default,
lote1237-1-532_childmansbrotherschildnephewniece-1,,lote1237-1,532_childmansbrotherschildnephewniece,tu-,tu-,t u +,"same form as ‘to be, to stay’, ‘to shoot, to stab, to pierce, to stick’",Barlow2024,,,^ t u - $,default,"tu-k (3sg), tu-m (3sg), tu-na (3sg); tu~tu-na (plural, 3sg)"
lote1237-1-533_tobelocatedattostaytoreside-1,,lote1237-1,533_tobelocatedattostaytoreside,tu,tu,t u,"same form as ‘to shoot, to stab, to pierce, to stick’, ‘child’",Barlow2024,,,^ t u $,default,
lote1237-1-534_toshoottostabtopiercetostick-1,,lote1237-1,534_toshoottostabtopiercetostick,tu,tu,t u,"same form as ‘to be, to stay’, ‘child’; cf. /sɛpɛia/ ‘to shoot (with a sling)’",Barlow2024,,,^ t u $,default,tu-ɛ
lote1237-1-536_daughter-2,,lote1237-1,536_daughter,tu- hɛiŋana,tu- hɛiŋana,t u + + h ɛ i ŋ a n a,"also /tu- neŋe hɛi/, /heɛ-/",Barlow2024,,,^ t u - + h ɛ i ŋ a n a $,default,tu-na hɛi-ŋana
lote1237-1-536_daughter-3,,lote1237-1,536_daughter,tu- neŋe hɛi,tu- neŋe hɛi,t u + + n e ŋ e + h ɛ i,"also /tu- hɛiŋana/, /heɛ-/",Barlow2024,,,^ t u - + n e ŋ e + h ɛ i $,default,tu-na neŋe hɛi
lote1237-1-538_son-2,,lote1237-1,538_son,tu- neŋe tamane,tu- neŋe tamane,t u + + n e ŋ e + t a m a n e,"‘child-POSS REL male’; also /tu- tamaneŋana/, /kolɛ-/",Barlow2024,,,^ t u - + n e ŋ e + t a m a n e $,default,"tu-k neŋe tamane (1sg), tu-na neŋe tamane (3sg)"
lote1237-1-538_son-3,,lote1237-1,538_son,tu- tamaneŋana,tu- tamaneŋana,t u + + t a m a n e ŋ a n a,"‘child-POSS male-ADJ’; also /tu- neŋe tamane/, /kolɛ-/",Barlow2024,,,^ t u - + t a m a n e ŋ a n a $,default,tu-na tamane-ŋana (3sg)
lote1237-1-539_toplantegcropsinthegarden-1,,lote1237-1,539_toplantegcropsinthegarden,tua,tua,t u a,,Barlow2024,,,^ t u a $,default,tu-ɛ
lote1237-1-540_tothink-3,,lote1237-1,540_tothink,tuanin,tuanin,t u a n i n,"also /lete- tuanin/, /lete- matana/",Barlow2024,,,^ t u a n i n $,default,
lote1237-1-541_nailclaw-1,,lote1237-1,541_nailclaw,tuauli-,tuauli-,t u a u l i +,,Barlow2024,,,^ t u a u l i - $,default,tuauli-na (3sg)
lote1237-1-542_oldperson-1,,lote1237-1,542_oldperson,tuauna,tuauna,t u a u n a,cf. /nikeŋana/ ‘old (thing)’,Barlow2024,,,^ t u a u n a $,default,tuauna-ŋana
lote1237-1-543_menshousespirithousetphausboihaustambaran-1,,lote1237-1,543_menshousespirithousetphausboihaustambaran,tuɛlɛ,tuɛlɛ,t u ɛ l ɛ,,Barlow2024,,,^ t u ɛ l ɛ $,default,
lote1237-1-544_toboil-1,,lote1237-1,544_toboil,tun,tun,t u n,"cf. /lel/ ‘to bake, to cook in an earth oven (TP: mumuim)’, /mak/ ‘to burn (person as subject), to cook (with fire)’",Barlow2024,,,^ t u n $,default,tun-a
lote1237-1-545_smalllittlething-1,,lote1237-1,545_smalllittlething,tuna,tuna,t u n a,"same form as ‘child-3SG’; cf. /kino/ ‘small, little (person)’, /sune/ ‘small, little; a little’",Barlow2024,,,^ t u n a $,default,
lote1237-1-546_togive-1,,lote1237-1,546_togive,tuŋ,tuŋ,t u ŋ,,Barlow2024,,,^ t u ŋ $,default,tuŋ-ɛ
lote1237-1-547_tocrushnutsegwithastonetogrind-1,,lote1237-1,547_tocrushnutsegwithastonetogrind,tutɛ,tutɛ,t u t ɛ,possibly /tut-ɛ/,Barlow2024,,,^ t u t ɛ $,default,
lote1237-1-548_wind-1,,lote1237-1,548_wind,tuttula,tuttula,t u tː u l a,,Barlow2024,,,^ t u tt u l a $,default,
lote1237-1-549_childrenplural-2,,lote1237-1,549_childrenplural,tutu-,tutu-,t u t u +,"reduplicative plural of /tu-/ ‘child’; same form as ‘egg; seed’, with which it likely has a relationship; also /aina/",Barlow2024,,,^ t u t u - $,default,tutu-na (3sg)
lote1237-1-550_eggseed-1,,lote1237-1,550_eggseed,tutu-,tutu-,t u t u +,"same form as ‘children (plural)’, with which it likely has a relationship",Barlow2024,,,^ t u t u - $,default,"tutu-na (3sg), tutu-ria (3pl)"
lote1237-1-551_fire-1,,lote1237-1,551_fire,uan,uan,u a n,,Barlow2024,,,^ u a n $,default,
lote1237-1-552_smokeofthefire-1,,lote1237-1,552_smokeofthefire,uan puluŋa-,uan puluŋa-,u a n + p u l u ŋ a +,‘fire smoke-POSS’,Barlow2024,,,^ u a n + p u l u ŋ a - $,default,"uan puluŋa-na (3sg), uan puluŋa-ria (3pl)"
lote1237-1-553_morning-1,,lote1237-1,553_morning,uax,uax,u a x,,Barlow2024,,,^ u a x $,default,
lote1237-1-554_wifesparentdaughtershusband-1,,lote1237-1,554_wifesparentdaughtershusband,uɛ-,uɛ-,u ɛ +,,Barlow2024,,,^ u ɛ - $,default,"uɛ-k, (1sg), uɛ-m (3sg), uɛ-nɛ (3sg)"
lote1237-1-555_wifesmother-1,,lote1237-1,555_wifesmother,uɛ- neŋe hɛi,uɛ- neŋe hɛi,u ɛ + + n e ŋ e + h ɛ i,‘wifes.parent-POSS REL female’,Barlow2024,,,^ u ɛ - + n e ŋ e + h ɛ i $,default,uɛ-k neŋe hɛi (1sg)
lote1237-1-556_wifesfather-1,,lote1237-1,556_wifesfather,uɛ- neŋe tamane,uɛ- neŋe tamane,u ɛ + + n e ŋ e + t a m a n e,‘wifes.parent-POSS REL male’,Barlow2024,,,^ u ɛ - + n e ŋ e + t a m a n e $,default,uɛ-k neŋe tamane (1sg)
lote1237-1-557_1sgpossessivesuffixmy1sgposs-3,,lote1237-1,557_1sgpossessivesuffixmy1sgposs,-uk,-uk,+ u k,"allomorph of /-k/, only attested with /palpal-/ ‘head’",Barlow2024,,,^ - u k $,default,
lote1237-1-558_root-1,,lote1237-1,558_root,ula-,ula-,u l a +,,Barlow2024,,,^ u l a - $,default,"ula-na (3sg), ula-ria (3pl)"
lote1237-1-559_afternoon-1,,lote1237-1,559_afternoon,ulei,ulei,u l e i,,Barlow2024,,,^ u l e i $,default,
lote1237-1-560_toopenabaskettouncover-1,,lote1237-1,560_toopenabaskettouncover,ulɛlɛ,ulɛlɛ,u l ɛ l ɛ,reduplication?; possibly /ulɛl-ɛ/; cf. /loɛ/ ‘to open (a door)’,Barlow2024,,,^ u l ɛ l ɛ $,default,
lote1237-1-561_skinhide-1,,lote1237-1,561_skinhide,uli-,uli-,u l i +,"also /siŋi-/ ‘skin, body’",Barlow2024,,,^ u l i - $,default,"uli-k (1sg), uli-m (2sg), uli-na (3sg)"
lote1237-1-562_cloud-1,,lote1237-1,562_cloud,ulu,ulu,u l u,,Barlow2024,,,^ u l u $,default,
lote1237-1-563_tospit-1,,lote1237-1,563_tospit,ulut,ulut,u l u t,"cf. /muluta/ ‘mucus, snot’",Barlow2024,,,^ u l u t $,default,ulut-ɛ (‘to spit something [out]’)
lote1237-1-564_2sgpossessivesuffixthyyour2sgposs-3,,lote1237-1,564_2sgpossessivesuffixthyyour2sgposs,-um,-um,+ u m,"allomorph of /-m/, only attested with /palpal-/ ‘head’",Barlow2024,,,^ - u m $,default,
lote1237-1-565_stonerock-1,,lote1237-1,565_stonerock,um,um,u m,same form as an allomorph of the 2sg.possessive suffix,Barlow2024,,,^ u m $,default,
lote1237-1-566_toworktobuild-1,,lote1237-1,566_toworktobuild,umɛ,umɛ,u m ɛ,"cf. /lelɛ/ ‘to build’, /po/ ‘to do, to make’",Barlow2024,,,^ u m ɛ $,default,umɛ-a
lote1237-1-567_fullsated-1,,lote1237-1,567_fullsated,una,una,u n a,,Barlow2024,,,^ u n a $,default,
lote1237-1-568_alittle-1,,lote1237-1,568_alittle,unne,unne,u nː e,"cf. /sune/ ‘small, little; a little’",Barlow2024,,,^ u nn e $,default,
lote1237-1-569_manssistersdaughtershusbandhusbandofonessipu-1,,lote1237-1,569_manssistersdaughtershusbandhusbandofonessipu,uol,uol,u o l,,Barlow2024,,,^ u o l $,default,lɛ-k uol (1sg)
lote1237-1-570_banana-1,,lote1237-1,570_banana,ur,ur,u r,also [hur],Barlow2024,,,^ u r $,default,
lote1237-1-571_bananaflower-1,,lote1237-1,571_bananaflower,ur heiŋa-,ur heiŋa-,u r + h e i ŋ a +,‘banana flower-POSS’,Barlow2024,,,^ u r + h e i ŋ a - $,default,"ur heiŋa-na (3sg), ur heiŋa-ria (3pl)"
lote1237-1-572_good-1,,lote1237-1,572_good,urana,urana,u r a n a,,Barlow2024,,,^ u r a n a $,default,
lote1237-1-573_forestwoods-1,,lote1237-1,573_forestwoods,uraurau,uraurau,u r a u r a u,possibly /uraorao/,Barlow2024,,,^ u r a u r a u $,default,
lote1237-1-574_tocarryonthehead-1,,lote1237-1,574_tocarryonthehead,urɛ,urɛ,u r ɛ,"possibly /ur-ɛ/; cf. /takis/ ‘to carry (on the shoulder)’, /mɛnɛ/ ‘to take, to get, to carry (in the hand), to hold’",Barlow2024,,,^ u r ɛ $,default,
lote1237-1-575_louse-1,,lote1237-1,575_louse,ut,ut,u t,same form as ‘to cut’,Barlow2024,,,^ u t $,default,
lote1237-1-576_tocut-1,,lote1237-1,576_tocut,ut,ut,u t,"same form as ‘louse’; cf. /rir/ ‘to cut, to slice’, /tot/ ‘to cut, to slice’, /lik/ ‘to cut, to hack, to chop’, /tel/ ‘to cut, to fell a tree’",Barlow2024,,,^ u t $,default,ut-ɛ
lote1237-1-577_what-2,,lote1237-1,577_what,utar,utar,u t a r,cf. /utɛ/ ‘something’; also /tar/,Barlow2024,,,^ u t a r $,default,
lote1237-1-578_something-1,,lote1237-1,578_something,utɛ,utɛ,u t ɛ,cf. /utar/ ‘what?’,Barlow2024,,,^ u t ɛ $,default,
lote1237-1-579_navelbellybutton-1,,lote1237-1,579_navelbellybutton,uto-,uto-,u t o +,,Barlow2024,,,^ u t o - $,default,"uto-k (1sg), uto-m (2sg), uto-na (3sg)"
lote1237-1-580_sun-1,,lote1237-1,580_sun,xaia,xaia,x a i a,,Barlow2024,,,^ x a i a $,default,
lote1237-1-581_lightning-1,,lote1237-1,581_lightning,xalɛm,xalɛm,x a l ɛ m,,Barlow2024,,,^ x a l ɛ m $,default,"xalɛm-ŋa-na (3sg), xalɛm-ŋa-ria (3pl) (with ‘NMLZ’?) (with nominalizer as host for possessive marking?)"
lote1237-1-582_basketmadeofcoconutleaves-1,,lote1237-1,582_basketmadeofcoconutleaves,xasaŋ,xasaŋ,x a s a ŋ,,Barlow2024,,,^ x a s a ŋ $,default,
lote1237-1-583_tobreaktorip-1,,lote1237-1,583_tobreaktorip,xax,xax,x a x,"cf. /xolo/ ‘to break (with the hand)’, /hɛlɛ/ ‘to break in pieces’",Barlow2024,,,^ x a x $,default,xax-ia
lote1237-1-584_ashashesblackashcharcoal-1,,lote1237-1,584_ashashesblackashcharcoal,xaxasoŋo,xaxasoŋo,x a x a s o ŋ o,reduplication?; cf. /apou/ ‘white ashes’,Barlow2024,,,^ x a x a s o ŋ o $,default,
lote1237-1-585_crooked-1,,lote1237-1,585_crooked,xaxau,xaxau,x a x a u,reduplication?,Barlow2024,,,^ x a x a u $,default,
lote1237-1-586_bluegreen-1,,lote1237-1,586_bluegreen,xɛrxɛra,xɛrxɛra,x ɛ r x ɛ r a,reduplication?,Barlow2024,,,^ x ɛ r x ɛ r a $,default,
lote1237-1-587_tobreakwiththehand-1,,lote1237-1,587_tobreakwiththehand,xolo,xolo,x o l o,"cf. /hɛlɛ/ ‘to break in pieces’, /xax/ ‘to break, to rip’",Barlow2024,,,^ x o l o $,default,xolo-a
lote1237-1-588_piece-1,,lote1237-1,588_piece,xor-,xor-,x o r +,,Barlow2024,,,^ x o r - $,default,"xon-na (3sg), xorxor-na (plural, 3sg)"
lote1237-1-589_short-1,,lote1237-1,589_short,xoro,xoro,x o r o,,Barlow2024,,,^ x o r o $,default,
lote1237-1-590_piecesplural-1,,lote1237-1,590_piecesplural,xorxor-,xorxor-,x o r x o r +,reduplicative plural of /xor-/ ‘piece’,Barlow2024,,,^ x o r x o r - $,default,xorxor-na (3sg)
lote1237-1-591_tocough-1,,lote1237-1,591_tocough,xoso,xoso,x o s o,also /i at/,Barlow2024,,,^ x o s o $,default,
